DATAFLOW,LAST UPDATE,freq,indic_is,ind_type,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,DE,2007,47,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,DE,2008,48,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,DE,2009,48,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,DE,2010,42,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,DE,2011,46,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,DE,2012,50,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,DE,2013,51,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,DE,2014,52,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,DE,2015,49,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,DE,2016,53,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,DE,2017,54,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,DE,2018,53,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,DE,2019,54,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,DK,2005,9,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,DK,2006,13,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,DK,2007,15,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,DK,2008,18,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,DK,2009,21,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,DK,2010,27,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,DK,2011,44,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,DK,2012,42,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,DK,2013,42,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,DK,2014,40,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,DK,2015,42,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,DK,2016,50,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,DK,2017,50,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,DK,2018,48,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,DK,2019,59,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,EE,2005,,u
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,EE,2006,27,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,EE,2007,25,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,EE,2008,19,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,EE,2009,23,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,EE,2010,20,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,EE,2011,23,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,EE,2012,19,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,EE,2013,18,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,EE,2014,30,b
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,EE,2015,37,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,EE,2016,40,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,EE,2017,43,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,EE,2018,47,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,EE,2019,46,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,EL,2005,11,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,EL,2006,3,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,EL,2007,10,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,EL,2008,12,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,EL,2009,12,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,EL,2010,15,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,EL,2011,20,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,EL,2012,19,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,EL,2013,21,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,EL,2014,18,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,EL,2015,17,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,EL,2016,18,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,EL,2017,21,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,EL,2018,21,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,EL,2019,23,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,ES,2007,13,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,ES,2008,13,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,ES,2009,18,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,ES,2010,19,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,ES,2011,18,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,ES,2012,22,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,ES,2013,24,
ESTAT:ISOC_EC_IBUY(1.0),25/05/21 11:00:00,A,I_BFURN,IND_TOTAL,PC_IND_BLT12,ES,2014,26,
